Degree,Profession,Age,Gender,Leadership POS,Act Member POS,CGPA,Average Prof Grade,Average Elec Grade,OJT Grade,SS_1,SS_2,SS_3,SS_4,SS_5,SS_6,HS_1,HS_2,HS_3,HS_4,HS_5,HS_6,Soft Skills Ave,Hard Skills Ave,Database Management Skills,Java Programming Skills,Networking Skills,Python Programming Skills,System Design Skills,Web Development Skills,Cybersecurity Skills,Cloud Computing Skills,Data Structures & Algorithms,Machine Learning Skills,Programming Logic Skills,Software Engineering Skills,Artificial Intelligence Skills,Auditing Skills,Budgeting & Analysis Skills,Financial Accounting Skills,Taxation Skills,Risk Management Skills,Financial Management Skills,Leadership & Decision-Making Skills,Marketing Skills,Strategic Planning Skills,Consumer Behavior Analysis,Sales Management Skills,Innovation & Business Planning Skills,Food & Beverage Operations Skills,Front Office & Reservations Skills,Housekeeping Standards Skills,Events & Banquet Coordination Skills,Customer Experience & Guest Relations Skills,Clinical & Patient Care Skills,Pharmacology & Medication Skills,Community Health & Education Skills,Infection Control & Safety Skills,Nursing Assessment & Documentation Skills,Circuit Analysis & Electronics Skills,Embedded Systems Skills,Network & Telecom Skills,RF & Wireless Basics Skills,Technical Troubleshooting Skills,Classroom Management Skills,Curriculum Development Skills,Educational Technology Skills,Teaching Skills,English Communication & Writing Skills,Mathematics Instruction & Reasoning Skills,Filipino Communication & Writing Skills,Child Development & Learning Skills,Foundational Literacy & Numeracy Skills,Technical Knowledge in Degree
BSECE,RF Engineer (Entry Level),22,Male,Yes,No,3.1,91.9,92.2,82.7,54.55,78.75,67.95,55.99,57.95,53.19,78.94,87.02,75.95,62.12,72.7,75.53,61.4,75.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,66.25,81.52,99.24,82.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,RF Engineer (Entry Level),24,Male,Yes,Yes,2.31,86.3,89.3,89.7,72.58,83.61,72.86,71.7,75.97,69.76,62.18,83.0,77.89,69.75,83.51,61.67,74.41,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.69,62.12,59.88,90.76,64.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Junior Electronics Engineer,26,Male,Yes,No,2.06,89.0,89.8,82.4,80.52,60.17,61.92,74.11,81.52,73.91,68.44,85.48,68.45,76.25,66.22,56.79,72.02,70.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.88,59.81,72.73,58.51,75.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Electronics Technician,26,Female,No,No,2.47,85.7,90.8,98.7,75.22,76.95,72.32,55.45,68.01,63.56,78.49,82.92,56.99,88.44,65.73,65.3,68.58,72.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.61,65.37,63.94,76.9,98.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,RF Engineer (Entry Level),27,Male,No,No,2.77,90.3,93.1,92.4,63.31,52.09,84.15,79.3,71.98,87.03,62.0,78.18,57.38,64.57,62.76,77.35,72.98,67.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.62,62.28,76.18,91.47,71.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Network Field Engineer,21,Female,No,Yes,1.67,87.7,86.2,95.0,80.7,68.2,57.67,76.43,58.73,75.06,59.41,56.29,61.43,68.23,83.24,65.71,69.47,65.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.44,71.71,95.95,69.17,79.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,RF Engineer (Entry Level),28,Male,No,No,1.66,85.9,93.2,89.0,86.55,73.79,63.04,70.81,63.74,69.5,85.96,58.04,74.55,73.28,57.85,71.94,71.24,70.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61,74.93,69.0,91.49,84.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Telecommunications Engineer,24,Female,Yes,No,2.77,92.3,92.5,93.1,80.45,85.0,62.61,60.79,62.34,70.78,68.95,59.8,62.01,70.21,81.29,88.55,70.33,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.72,72.85,90.02,85.87,71.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Electronics Technician,27,Female,Yes,Yes,1.38,92.1,87.9,89.7,86.03,53.63,83.72,81.34,54.81,77.38,64.49,78.72,83.07,64.07,73.56,88.29,72.82,75.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65,73.12,68.68,77.77,92.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Network Field Engineer,23,Female,Yes,No,2.65,86.1,83.7,98.4,81.07,83.04,66.42,69.2,55.64,52.83,86.29,73.22,73.1,64.07,74.92,76.17,68.03,74.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.54,74.94,97.48,67.97,76.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Telecommunications Engineer,24,Female,Yes,No,3.03,87.9,86.4,89.5,58.71,70.5,55.45,53.89,63.42,83.63,69.91,66.93,70.0,74.18,61.79,68.53,64.27,68.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.45,69.46,93.17,78.85,68.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Telecommunications Engineer,28,Male,Yes,Yes,2.83,84.5,90.5,97.8,52.09,76.89,69.75,79.04,86.65,75.54,88.44,76.07,60.49,70.16,55.92,81.43,73.33,72.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.01,83.63,95.73,84.17,73.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Network Field Engineer,23,Male,Yes,No,1.62,83.6,86.7,94.7,85.11,55.08,58.5,77.48,65.46,63.61,84.63,77.84,72.4,72.15,70.03,70.28,67.54,74.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.27,79.1,98.94,79.71,62.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Junior Electronics Engineer,21,Male,No,Yes,1.49,94.6,84.4,94.5,70.97,59.34,60.6,85.67,68.0,72.66,58.02,64.38,73.23,86.16,57.12,64.78,69.54,67.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.67,84.66,69.5,84.86,81.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Telecommunications Engineer,27,Male,No,Yes,1.75,87.2,83.4,89.7,59.47,86.71,53.7,79.76,65.05,65.78,61.59,62.6,82.1,73.55,84.6,85.7,68.41,75.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.63,63.97,96.85,72.59,62.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Junior Electronics Engineer,28,Male,Yes,No,2.86,90.4,93.9,86.6,86.89,74.02,60.86,66.13,80.13,84.17,79.14,78.02,82.83,75.48,71.3,66.25,75.36,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73,65.61,68.83,70.63,79.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Telecommunications Engineer,28,Male,No,Yes,3.19,89.0,85.1,79.2,78.67,80.9,67.41,83.35,69.2,67.84,88.78,71.13,57.22,63.61,77.28,75.75,74.56,72.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.76,85.98,92.24,59.88,70.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Network Field Engineer,21,Female,Yes,Yes,1.48,85.5,82.4,84.9,86.12,86.91,52.23,70.18,76.15,67.7,56.53,61.19,58.79,87.55,62.74,75.38,73.22,67.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.52,69.94,92.11,72.11,67.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Network Field Engineer,27,Male,Yes,No,1.64,87.3,94.1,96.8,53.52,87.08,75.94,54.76,77.16,67.56,66.04,59.86,62.66,65.26,55.12,55.83,69.34,60.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.15,71.77,97.48,78.92,85.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Electronics Technician,28,Female,No,No,2.52,91.7,92.6,95.2,52.54,69.6,79.82,67.55,73.26,87.86,79.15,67.22,75.32,86.3,61.22,61.84,71.77,71.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65,65.78,83.68,61.71,93.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,RF Engineer (Entry Level),27,Female,Yes,Yes,1.25,82.2,87.7,78.9,73.31,65.87,69.71,55.31,71.18,62.04,82.3,64.32,73.82,61.91,68.44,89.29,66.24,73.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.05,82.87,58.65,92.94,78.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSECE,Junior Electronics Engineer,23,Female,Yes,No,1.66,89.5,94.5,82.7,63.15,77.54,66.57,78.75,53.19,63.99,87.47,61.33,77.37,77.04,83.69,74.56,67.2,76.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92,82.39,66.78,85.07,59.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSEd-English,Curriculum Assistant,25,Female,No,Yes,3.13,90.2,89.7,88.1,74.49,68.93,62.27,79.39,84.7,74.67,67.58,86.21,58.37,79.31,74.32,67.91,74.08,72.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.57,93.82,84.15,82.05,79.37,0.0,0.0,0.0,0.0,0.0
BSEd-English,ESL Teacher,26,Female,Yes,Yes,2.48,82.8,92.4,98.9,88.51,86.63,70.1,93.29,62.24,80.35,80.67,74.08,68.34,63.61,55.64,72.5,80.19,69.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.67,68.71,84.63,74.42,96.28,0.0,0.0,0.0,0.0,0.0
BSEd-English,Secondary School Teacher (English),25,Male,No,No,1.64,91.8,84.9,99.0,83.91,64.32,65.18,78.37,55.18,78.26,66.5,76.99,66.08,87.49,55.89,75.08,70.87,71.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.83,80.68,61.98,70.21,93.65,0.0,0.0,0.0,0.0,0.0
BSEd-English,ESL Teacher,24,Male,No,No,3.14,92.8,84.7,89.6,79.1,64.21,73.68,89.6,54.04,58.81,81.71,81.59,77.68,88.8,83.45,60.35,69.91,78.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,68.23,75.33,80.12,92.72,0.0,0.0,0.0,0.0,0.0
BSEd-English,Secondary School Teacher (English),21,Female,No,Yes,3.16,83.2,94.4,98.7,83.76,61.61,72.11,88.69,70.23,66.38,69.68,72.63,80.17,72.21,72.64,68.87,73.8,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.03,61.49,78.89,76.97,94.5,0.0,0.0,0.0,0.0,0.0
BSEd-English,ESL Teacher,28,Male,Yes,No,1.66,94.5,88.1,90.1,85.27,75.25,62.53,90.84,53.03,69.86,70.96,88.27,66.9,57.78,78.35,68.98,72.8,71.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.86,85.71,71.57,82.82,95.6,0.0,0.0,0.0,0.0,0.0
BSEd-English,Academic Tutor,24,Male,No,Yes,2.44,91.6,89.2,94.3,89.05,78.32,80.04,92.23,68.35,67.03,80.57,82.94,78.27,75.08,74.92,55.58,79.17,74.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.85,62.45,65.57,95.42,60.35,0.0,0.0,0.0,0.0,0.0
BSEd-English,ESL Teacher,28,Male,Yes,No,2.64,93.4,82.3,91.1,76.83,58.63,86.46,91.14,62.01,75.91,65.54,74.0,55.64,70.97,82.7,78.41,75.16,71.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.01,61.93,69.8,77.49,96.02,0.0,0.0,0.0,0.0,0.0
BSEd-English,Content Writer (Education),22,Female,No,No,2.09,85.6,95.4,81.2,82.1,61.06,55.92,57.5,78.23,78.52,56.27,63.91,74.56,84.04,58.48,60.19,68.89,66.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.63,64.58,78.08,74.68,94.13,0.0,0.0,0.0,0.0,0.0
BSEd-English,Curriculum Assistant,22,Female,No,Yes,2.57,95.2,84.9,88.9,72.97,54.03,66.0,74.74,73.12,72.64,77.54,68.68,68.65,74.87,85.52,55.28,68.92,71.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.64,99.18,83.97,70.41,82.61,0.0,0.0,0.0,0.0,0.0
BSEd-English,Academic Tutor,27,Male,Yes,No,2.69,85.6,92.0,92.5,87.45,76.56,79.39,94.39,65.02,64.92,67.42,76.85,85.25,61.71,85.08,86.36,77.95,77.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.14,78.98,58.78,96.29,78.59,0.0,0.0,0.0,0.0,0.0
BSEd-English,Content Writer (Education),23,Female,Yes,No,2.91,93.4,87.9,94.6,54.84,84.01,55.85,76.83,65.0,62.23,77.33,76.72,75.07,79.5,56.8,67.16,66.46,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.47,66.61,60.44,72.68,99.59,0.0,0.0,0.0,0.0,0.0
BSEd-English,Secondary School Teacher (English),24,Female,Yes,No,3.17,92.5,85.1,85.9,94.18,60.75,72.39,77.89,52.1,68.1,66.26,60.81,65.41,79.29,85.11,79.84,70.9,72.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.72,81.82,60.3,76.89,99.95,0.0,0.0,0.0,0.0,0.0
BSEd-English,Secondary School Teacher (English),28,Male,No,No,1.26,88.8,89.6,93.0,81.64,75.29,56.26,94.89,52.21,76.17,81.55,67.97,79.34,80.21,74.98,83.47,72.74,77.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.71,79.05,65.96,58.41,96.29,0.0,0.0,0.0,0.0,0.0
BSEd-English,ESL Teacher,23,Male,No,No,2.16,88.3,82.1,89.8,75.56,87.03,77.47,93.58,79.6,65.25,59.63,84.42,87.62,79.68,78.84,68.16,79.75,76.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.54,75.97,60.18,79.03,94.17,0.0,0.0,0.0,0.0,0.0
BSEd-English,Curriculum Assistant,27,Male,Yes,Yes,2.45,93.0,88.4,83.8,65.29,80.59,73.73,84.27,57.23,84.83,84.69,59.74,85.06,67.94,78.87,58.73,74.32,72.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.77,98.04,58.79,67.06,70.22,0.0,0.0,0.0,0.0,0.0
BSEd-English,Academic Tutor,28,Female,No,No,1.57,90.7,86.0,94.4,83.12,72.95,68.43,83.93,80.86,86.52,80.62,66.77,73.14,83.47,57.8,73.64,79.3,72.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.94,63.38,83.79,92.15,80.99,0.0,0.0,0.0,0.0,0.0
BSEd-English,Academic Tutor,22,Male,No,No,2.44,90.9,88.5,96.8,83.08,52.18,78.19,94.81,73.64,82.08,79.93,62.9,62.05,80.49,83.43,68.4,77.33,72.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.34,62.95,63.31,92.63,84.96,0.0,0.0,0.0,0.0,0.0
BSEd-English,ESL Teacher,21,Female,No,No,1.27,83.0,90.9,82.8,94.55,55.27,76.78,91.15,64.2,75.92,67.61,75.99,67.65,62.78,71.77,59.92,76.31,67.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.27,81.4,72.95,85.34,96.11,0.0,0.0,0.0,0.0,0.0
BSEd-English,Curriculum Assistant,29,Male,Yes,No,2.17,83.7,87.2,82.5,83.5,53.35,82.94,58.92,72.28,72.84,77.57,82.1,60.98,66.88,60.27,89.74,70.64,72.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.29,98.08,84.37,81.25,63.62,0.0,0.0,0.0,0.0,0.0
BSEd-English,Secondary School Teacher (English),22,Female,Yes,Yes,2.17,83.8,95.6,78.3,93.01,52.38,77.95,76.71,83.16,58.24,57.32,55.19,61.57,84.91,65.25,60.37,73.58,64.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.88,77.93,79.13,83.43,97.54,0.0,0.0,0.0,0.0,0.0
BSEd-English,Curriculum Assistant,25,Female,Yes,Yes,2.61,93.3,93.2,81.0,52.68,55.82,58.53,80.61,61.92,67.45,55.05,69.14,85.81,58.77,81.22,88.88,62.84,73.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,99.46,63.63,69.12,60.08,0.0,0.0,0.0,0.0,0.0
